text,hate
If terrorists  enter what Indian army  did? They was sleeping.,1
Needing center's development funds.,1
"Reservation a problem!!!
I agree education is compulsory to all..but give them a separate college..and let them enter the mainstream colleges with their own abilities..not by reservation! I didn't mean to separate them from us---JUST WANTED TO BE CLEAR!!",1
"Rohit, dude it affects them. Statements like these directly affect women in everyday life. Meera has a right to her opinion, yes. But other women also have the right to call her out on it because, guess what? It directly affects them, and not us.",1
"@ICC - See, We just focused on Gloves only!  #INDvNZ #dhonikeepstheglove #ViratKohli https://t.co/Xyn44ijRH2",0
It's never too late....Congress plz learn from modiji how to lead the nation...u r always complaining....atleast he is working allow him to work.,0
"Doucett Black.  Your atheism is out of place in this Christian Nation in which you live.

Before wasting time dredging up the whole “separation of Church and State” fallacy, consider the words of James Madison, the Father of Our Constitution:

”We have staked the whole of all our political Institutions upon the capacity of mankind for self-government, upon the capacity of each and all of us to govern ourselves, to control ourselves, to sustain ourselves according to the Ten Commandments of God.”

The man who authored our Constitution did not leave any room for doubt about governing ourselves according to the Ten Commandments of God.  The Congressional records further Christianity as the established religion of these United States of America:   

The process of drafting the First Amendment made the intent of the Founders abundantly clear; for before they approved the final wording, the First Amendment went through nearly a dozen different iterations and extensive discussions. 

“We do not want in America what we had in Great Britain: we don’t want one denomination running the Nation.  We will not all be Catholics, or Anglicans, or any other single denomination.  We do want God’s principles, but we don’t want one denomination running the Nation.”

This intent was well understood, as evidenced by court rulings after the First Amendment. In 1799 the court declared, “By our form of government, the Christian religion is the established religion; and all sects and denominations of Christians are placed on the same equal footing.” 

The U.S. Almanac, while a respected publication, does not constitute the ultimate authority.  Our Founding Fathers, speaking through the U.S. Constitution, hold such authority.  Their position on the topics at hand is indeed upheld by the Supreme Law of the Land, as evidenced by the U.S. Supreme Court.  Perhaps it is you who is “stupid” and needs to educate yourself?",1
Indians are habituated with is kind of astricities. Show some biscuits they fall in line.,1
#ShameOnICC How eagerly we wait for match but this rain ruin it😩😩😩😩😒😒😒😒😒,0
"Really bruh? Salty now, are we ? :P I  said nothing of that sort .. :\",0
What Indian media keeps on priority  1. #DhoniKeepsTheGlove  2. #WorldCup2019   3. #PMVisitToMaldivesSrilanka  If there is something happens between Pakistan and India then it would be on top trending  @ZeeNewsHindi  @abpnewstv  @republic   @ndtvindia   Don't you think about #missingAN32,0
Indian woman trying harder to achieve her goal but people of her country making joke about her and dragging her back,0
@TheRealOJ32 @KrisJenner The best thing for you to do is shut your lying mouth. No one believes you are innocent of what you were accused of. You are an abuser who has gotten away with murder. Obviously you should have listened to @AlanDersh and live your life away from the public eye. #murderer,1
@realDonaldTrump The Fraud is occupying the Oval Office. #fraud #crook #swindler #TaxEvasion #MoneyLaundering #traitor #liar #RAPIST #childmolester #Cheater #Grifter #pervert #sexualdeviant,1
Gadha is more hard working than man,1
Yesterday  Congress : blood donations are necessary blah blah blah   Today   Congress : snubbed on injustice on doctors in wb   Shame on u so called national opposition   #Thuuuuuuu #Congress #WestBengal #DoctorsFightBack #DoctorsProtest   #SoniaGandhi #RahulGandhi #priyankagandhi,1
he has been trained from Kejriwal :D,1
"I waiting for the launch,,, but I surprised by this performance done at launch",1
What he really means is 'Jesus would never allow #Trump &amp; #Pence...'  #Dickhead &amp; #Dickless are PROFESSIONAL SINNERS! https://t.co/NmqxhE4QOZ,1
India is already 25years backward. The damage is already been done.,0
Enough time has passed you have to take action otherwise public will go against you,0
@realDonaldTrump YOU ARE THE WORST POTUS EVER  #trumpdumpster  #TrumpMustResign   #TrumpIsATraitor https://t.co/GpaGFRoirz,0
Put everything in action .. Without expecting anything in return ... Focus on action oriented...,1
Both look idiot,1
Trying to win by hiding. #BorisJohnsonShouldNotBePM  Tory frontrunner fails to participate in the debate as PM contenders struggle to offer sol @AJEnglish https://t.co/OzbI1id44c https://t.co/bXlxxJJUN1,0
The Mexican ambassador to the US explains Trump’s claim of a new agricultural deal #Resist #ResistTrump #FuckTrump https://t.co/tV7MCCL6xl,0
"#MikePence and his beady little eyes can fuck right off. #FatNixon is dumb as shit, but Pence is rotten to his fucking core. Send my regards to Mother, too. God, 2020 can’t get here fast enough. #PrideMonth #VoteBlue2020 #FuckTrump #FuckPence #FucktheGOP",1
"I'm sure other working women's children are puppies or maybe strays, that they feel compelled to leave them and go to work and earn money for their families. How sensitive of you, Mrs.Star-wife",1
@keithboykin @IlhanMN And you like #warmongers   #Hezbollah #rapist #murderers   What's your point #townclowns #democrats #lie #lies #vaguetruths,1
Shame...i heard news of launching ambulance service for cows... is their any kinda law and order in this country left... administration sucks,1
Isn't there a law against loud music/sound ...beyond certain decibels loudspeakers should not be allowed ...,1
Lack of understanding about religion.,1
"Another nail by BJP on eating habits,as he f all them BJP do not eat or drink",1
"I am a #Resister 'til the end. I am also not a FAKE #FBR like some of them out there. You either are, or you are not. @realdonaldtrump, and @senatemajldr, are the two biggest threats to our Democracy! VOTE THEM OUT! #TrumpIsATraitor #DitchMitch2020 #TrumpCrimeFamily",1
#KRK is happy because this video broke his records of taking cuss words.,1
"If the RBI did have enough new notes, but did not distribute then it defenitely will be intentional. All new notes issued before 31st dealine would have helped the hoarders to exchange the old for new. If RBI indeed is sitting on a huge supply of new 500s  they can be quickly distributed from jan 1 and Modi would have salvaged the situation to a large extent.",1
"Aren't we overdoing this sense of Pride, Nationalism bit on #DhoniKeepsTheGlove. There are clear #ICC rules about logos etc. it's important to follow the rules rather than  flex muscles. We are playing the world cup not doing a military ops.",0
Hey Boris...  Have the crooks at Common Purpose got to you yet?,0
"sir i want buy berger , idfc bank ,ntpc , ambuja which one preffer",0
It's on.The highway we will never adhere to the traffic rules these are meant for others not applicable for those indulge in breaking the rules,0
"These domain can buy at $8.,and any one can made website....",0
But the name is so weird. 😂,0
"If it helps, they'll take it. If they have to pay for it, they won't. In other words:    #TrumpIsATraitor https://t.co/Sz0I6MNTkQ",1
Just Dial rallied in the end ..Reason for so rally,0
"Please please please.... I need huge amount to survive.... Please help me 4,00,000...",0
"Oh come off it, do you actually think the give two s about Ireland you are deluded  its their biggest weapon, and if they refuse to negotiate, Oh well we are not responsible for their decisions, and they have to be responsible for the impact on Ireland!!",0
Happy JOHN MCCAIN DAY #JohnMCainDay     Here’s what a real hero looks @realDonaldTrump     RT to show your love!     #TrumpIsATraitor https://t.co/LxgEMd86zv,0
"Gross. Living in new Jersey and not even half Indian, I am not baffled by your ignorance. Not the right time for such non sense humour",1
little sister,0
"#ShameOnICC   Yeh World cup ho raha ki Baris ka World Cup kuch Samajh me Nehi Araha 👿👿👿👿🙏🙏🙏  #NewVideo link. . 👉https://t.co/UMVX2ISGp6    👉👉watch, like, subscribe &amp; Share https://t.co/QZjsY3jwYH",0
@realDonaldTrump It's not a presidency it's a Trump crime spree. #TrumpIsATraitor https://t.co/bTrSZhAh0R,1
how many people get killed by cpm party supporters in keral in one month?,1
Hitler...anyone...anyone...this is Hitler shit...this is Hitler. #FuckTrump #FuckTheGOP https://t.co/0S7YAGJcRS,1
How long more arsh we going to see these terrible heart rendering situations.,1
"While violence, of any form, subjected on anyone is wrong, does anyone recall, IMA speaking up, when kids were dying, at BRD Gorakhpur, due to lack of oxygen &amp; the Ajay Bhist govt was arresting doctors, to hide it's own shortcomings ?    #DoctorsFightBack    https://t.co/AwHHrTAZOw",1
When is India banning visa to Pakistaniz.,1
"@realDonaldTrump Spanky, in between fart-tweeting and inhaling Nambian covfefe in front of Faux Fox news, I hope that you're practising your biglyest Nazi salute &amp; goose steps #TrumpIsATraitor #TrumpIsAMoron #ImpeachTrumpNOW #TrumpCrimeFamilyForPrison #TrumpIsARacist #DerangedDonald #TrumpLies https://t.co/Ncc9LHoa7s",1
@chandnijafri Any kids #Rapist should be given capital punishment .,0
